text,label
"What an awesome dentist!\n\nThe staff is very friendly, professional and on top of their game.  I was looking for a dentist for the whole family that was close to home and this was it.  Ratings on other review sites brought me here.\n\nDr. Davis and Staff are great at what they do.  They have done some work on my wife and I.   I trust them with my whole family!  I like the ambiance of their office and the friendly overtone in general. \n\nMy wife is always nervous with the dentist and they were no exception.  They took the extra mile to make sure her experience was a pleasant one.\n\nGreat location, clean, warm, friendly, professional.  I am definately referring everyone I know to this dentist.",4
"Very good, took my family here and we all came out very satisfied.\n\nThe tempura rolls are very very good, and so was the spicy tuna. I would definitely come back to this place next time I visit LV.\n\nThe staff was very nice and very courteous, you can't go wrong with this spot.",3
"Mario did a great job on the dishwasher.   HOWEVER, when repairing a lamp that originally cost $339.00 was broken, Mario offered to replace it.   New lamp cost $149.00 and we were told that he would take the cost of the repair for the lamp he broke, from this price.   Hmmmm so I pay to fix a lamp that you  broke?",0
"Nice little Mexican joint in North Scottsdale - puff puff pass please wink!  Literally, just pass.  Parking is limited for such large place so I wonder what happens during rush hour, or maybe they didn't expect any rush!  The food - tacos, nachos, chimichungas, etc....nothing too impressive, but I can't say I was dissatisfied.  I didn't expect much so I wasn't too disappointed.  I ordered a couple of drinks and maybe I should have ordered more to drown out the sorrow of this experience!  Our service was good at least I can say, but then again we were one of the two customers around :(  - Enjoy...or not.",1
This place is completely overrated. It's a Korean infused Noodles & Company at best. It blows my mind to hear that people are waiting almost 2 hours to eat here. Don't waste your time and money. Madison has way better to offer.,0
"I\nThey re-opened under new mgmt.\n\n love the chicken friend chicken, it is sooo crispy.  I feel like I\""m in a dark hole though when I\""m there.  Interesting menu.  Wow I just read they closed last night for good.",2
"First time here and we'll return.  \n\nFresh food, good prices and you can bring your dog and sit outside.  I loved the selection of meats and toppings.  My husband had 2 chicken tacos and I had a chicken enchilada.  All very tasty.",3
"seven sea is a must!\n\nif you are from pittsburgh,pa  and you enjoy cj's or art's.seven sea is it of vegas.live music,good food and safe place......a friendly safe.\n\n\nd rogers",3
Got a mani and pedi. Liked the amount of stuff they do for the cost. I didn't like that they didn't seem to have the AC on and I still had some nail polish on my skin. Overall a good place.,3
"Beware. If you order a lot they will start charging you double for your drinks. Sushi was so-so, nothing special. It's $15 AYCE so what do you expect. I was still nice and gave a $5 tip but never again. Go up the street to Sushi Bomb and pay the extra $5 for way better service and sushi.",0
"the food was just ok, the service was nothing to write home about, and the decor/ambience was kinda blah and uninspiring. It would probably take a major retread to make me interested enough to come back.",2
"I feel like the place is insanely pretentious.  I dunno why I get that vibe, but I do.  That said, their food is pretty damn good and isn't as expensive as you might expect considering the way they present everything.  \n\nThe place is interesting I guess.  It has neat bathrooms, kind of a cool looking bar, and modern seating everywhere.  Everything is very modern, and if you're into that kind of thing, then here is your spot.  \n\nPerhaps it is just too image conscious for me.  I just don't like it.",2
THE BEST RESTAURANT IN LAS VEGAS HANDS DOWN.  Everything is well thought out and fascinating.  Have never had a bad experience here.  The tasting menus are must trys.,4
"This would be a great place except for one thing, everything is in french. Now this is great if you are looking for french manga, but in Montreal you'd think they could have some english manga, among their collection of 3000 books. So if you're looking for english manga, there is absolutly none to be had here, just book shelves and book shelves of dissapointment.",0
"Again, I like the food here and the prices are always very good.\nYa, ya, bad nieghborhood.  Just watch your back. LOL.\nThe wait staff sucked on my last visit.  Brought someone that had never been here for\nthe $3.99 10oz. Burger & Fries, we waited 10 minutes to get served and probably another 8-10 minutes after our meal was done.  You just shouldn't have to sit in front of your empty plate.  Go for the food, just plan to be there for a bit.",1
"Ok ok I get what the hype is all about now! This place is pretty cool! This particular location has a great outdoor patio area! Also on this day they were serving half off their bottles of wine! How does that not make you like the place even more already! They have a pretty decent wine selection (mostly the basics) and a nice food selection. You can get anything from nachos to ramen noodles! I have never had ramen noodles at a restaurant before, so I am thinking I will have to try that the next time I come here. We came more for drinks and hanging out then we did the food, so I split the nachos and street tacos with a friend. The meat had a great taste to it, the guacamole was fresh and the chips were nice and crispy! We were here for quite a long time and our waitress was very helpful with drink selections and answering questions, we were even able to sample a few different wines. It was nice that she kept checking back with us to make sure we were doing well, even after we finished our meals.\n\nGreat new trendy place to stop in and check out. I am interested in going back and trying more of the food!",3
